receipt_id,po_id,po_line_id,supplier_id,material_id,warehouse_id,factory_id,receipt_date,quantity_delivered,quantity_accepted,quantity_rejected,delivery_variance_days,damage_detected,created_at
GR-0000049,PO-2025-00027,POL-0000053,SUP-0004,MAT-00101,WH-US-RAW-01,FAC-US-01,2025-08-24,713,613,100,1,True,2025-08-24T00:00:00
GR-0000050,PO-2025-00027,POL-0000054,SUP-0004,MAT-00815,WH-US-RAW-01,FAC-US-01,2025-08-17,4134,3641,493,-6,True,2025-08-17T00:00:00
GR-0000051,PO-2025-00027,POL-0000055,SUP-0004,MAT-00663,WH-US-RAW-01,FAC-US-01,2025-08-24,699,605,94,1,True,2025-08-24T00:00:00
GR-0000052,PO-2025-00029,POL-0000058,SUP-0084,MAT-00337,WH-APAC-RAW-01,FAC-APAC-01,2025-04-06,116,110,6,0,True,2025-04-06T00:00:00
GR-0000053,PO-2025-00029,POL-0000059,SUP-0084,MAT-00087,WH-APAC-RAW-01,FAC-APAC-01,2025-04-09,226,213,13,3,True,2025-04-09T00:00:00
GR-0000054,PO-2025-00029,POL-0000060,SUP-0084,MAT-00492,WH-APAC-RAW-01,FAC-APAC-01,2025-04-07,305,292,13,1,True,2025-04-07T00:00:00
GR-0000055,PO-2025-00030,POL-0000061,SUP-0107,MAT-01015,WH-APAC-RAW-01,FAC-APAC-01,2026-01-07,843,783,60,4,True,2026-01-07T00:00:00
GR-0000056,PO-2025-00031,POL-0000062,SUP-0096,MAT-00739,WH-APAC-RAW-01,FAC-APAC-01,2025-12-28,1021,948,73,1,True,2025-12-28T00:00:00
GR-0000057,PO-2025-00032,POL-0000063,SUP-0093,MAT-01027,WH-EU-RAW-01,FAC-EU-01,2026-01-07,110,104,6,3,True,2026-01-07T00:00:00
GR-0000058,PO-2025-00032,POL-0000064,SUP-0093,MAT-01035,WH-EU-RAW-01,FAC-EU-01,2026-01-15,1046,778,268,11,True,2026-01-15T00:00:00
GR-0000059,PO-2025-00033,POL-0000065,SUP-0078,MAT-00801,WH-EU-RAW-01,FAC-EU-01,2025-08-26,57,57,0,3,False,2025-08-26T00:00:00
GR-0000060,PO-2025-00033,POL-0000066,SUP-0078,MAT-01121,WH-EU-RAW-01,FAC-EU-01,2025-08-23,216,203,13,0,True,2025-08-23T00:00:00
GR-0000061,PO-2025-00034,POL-0000067,SUP-0011,MAT-00935,WH-US-RAW-01,FAC-US-01,2025-10-28,175,142,33,2,True,2025-10-28T00:00:00
GR-0000062,PO-2025-00035,POL-0000068,SUP-0116,MAT-00129,WH-MX-RAW-01,FAC-MX-01,2025-12-15,85,78,7,-2,True,2025-12-15T00:00:00
GR-0000063,PO-2025-00035,POL-0000069,SUP-0116,MAT-00473,WH-MX-RAW-01,FAC-MX-01,2025-12-19,2346,2280,66,2,True,2025-12-19T00:00:00
GR-0000064,PO-2025-00035,POL-0000070,SUP-0116,MAT-00457,WH-MX-RAW-01,FAC-MX-01,2025-12-17,2797,2717,80,0,True,2025-12-17T00:00:00
GR-0000065,PO-2025-00036,POL-0000071,SUP-0100,MAT-00615,WH-US-RAW-01,FAC-US-01,2025-11-18,64,64,0,1,False,2025-11-18T00:00:00
GR-0000066,PO-2025-00036,POL-0000072,SUP-0100,MAT-00009,WH-US-RAW-01,FAC-US-01,2025-11-17,1561,1501,60,0,True,2025-11-17T00:00:00
GR-0000067,PO-2025-00038,POL-0000074,SUP-0036,MAT-00098,WH-US-RAW-01,FAC-US-01,2025-06-23,475,475,0,-1,False,2025-06-23T00:00:00
GR-0000068,PO-2025-00038,POL-0000075,SUP-0036,MAT-00034,WH-US-RAW-01,FAC-US-01,2025-06-21,300,300,0,-3,False,2025-06-21T00:00:00
GR-0000069,PO-2025-00038,POL-0000076,SUP-0036,MAT-00628,WH-US-RAW-01,FAC-US-01,2025-06-22,407,407,0,-2,False,2025-06-22T00:00:00
GR-0000070,PO-2025-00039,POL-0000077,SUP-0018,MAT-00105,WH-MX-RAW-01,FAC-MX-01,2026-01-25,1029,896,133,0,True,2026-01-25T00:00:00
GR-0000071,PO-2025-00039,POL-0000078,SUP-0018,MAT-00481,WH-MX-RAW-01,FAC-MX-01,2026-01-28,117,111,6,3,True,2026-01-28T00:00:00
GR-0000072,PO-2025-00040,POL-0000079,SUP-0109,MAT-00797,WH-APAC-RAW-01,FAC-APAC-01,2025-10-22,935,935,0,0,False,2025-10-22T00:00:00
GR-0000073,PO-2025-00042,POL-0000081,SUP-0020,MAT-00529,WH-EU-RAW-01,FAC-EU-01,2026-01-29,115,115,0,1,False,2026-01-29T00:00:00
GR-0000074,PO-2025-00043,POL-0000082,SUP-0039,MAT-00418,WH-EU-RAW-01,FAC-EU-01,2026-02-04,55,50,5,3,True,2026-02-04T00:00:00
GR-0000075,PO-2025-00043,POL-0000083,SUP-0039,MAT-01111,WH-EU-RAW-01,FAC-EU-01,2026-02-01,1883,1670,213,0,True,2026-02-01T00:00:00
GR-0000076,PO-2025-00043,POL-0000084,SUP-0039,MAT-00141,WH-EU-RAW-01,FAC-EU-01,2026-02-02,65,46,19,1,True,2026-02-02T00:00:00
GR-0000077,PO-2025-00045,POL-0000089,SUP-0103,MAT-01095,WH-MX-RAW-01,FAC-MX-01,2025-07-20,414,341,73,0,True,2025-07-20T00:00:00
GR-0000078,PO-2025-00045,POL-0000090,SUP-0103,MAT-00730,WH-MX-RAW-01,FAC-MX-01,2025-07-19,2078,1751,327,-1,True,2025-07-19T00:00:00
GR-0000079,PO-2025-00046,POL-0000091,SUP-0013,MAT-00724,WH-EU-RAW-01,FAC-EU-01,2025-06-12,1000,914,86,-1,True,2025-06-12T00:00:00
GR-0000080,PO-2025-00047,POL-0000092,SUP-0016,MAT-00038,WH-US-RAW-01,FAC-US-01,2026-02-02,55,50,5,0,True,2026-02-02T00:00:00
GR-0000081,PO-2025-00049,POL-0000095,SUP-0081,MAT-00886,WH-US-RAW-01,FAC-US-01,2025-09-21,177,164,13,-5,True,2025-09-21T00:00:00
GR-0000082,PO-2025-00050,POL-0000096,SUP-0100,MAT-00138,WH-EU-RAW-01,FAC-EU-01,2025-05-17,1144,1104,40,-2,True,2025-05-17T00:00:00
GR-0000083,PO-2025-00051,POL-0000097,SUP-0068,MAT-00756,WH-EU-RAW-01,FAC-EU-01,2025-05-27,1641,1621,20,0,True,2025-05-27T00:00:00
GR-0000084,PO-2025-00053,POL-0000099,SUP-0016,MAT-00646,WH-MX-RAW-01,FAC-MX-01,2025-08-02,308,288,20,-1,True,2025-08-02T00:00:00
GR-0000085,PO-2025-00054,POL-0000100,SUP-0112,MAT-00239,WH-EU-RAW-01,FAC-EU-01,2025-09-26,3903,3797,106,0,True,2025-09-26T00:00:00
GR-0000086,PO-2025-00054,POL-0000101,SUP-0112,MAT-00698,WH-EU-RAW-01,FAC-EU-01,2025-09-24,36,33,3,-2,True,2025-09-24T00:00:00
GR-0000087,PO-2025-00054,POL-0000102,SUP-0112,MAT-00067,WH-EU-RAW-01,FAC-EU-01,2025-09-26,207,194,13,0,True,2025-09-26T00:00:00
GR-0000088,PO-2025-00054,POL-0000103,SUP-0112,MAT-00650,WH-EU-RAW-01,FAC-EU-01,2025-09-26,198,198,0,0,False,2025-09-26T00:00:00
GR-0000089,PO-2025-00055,POL-0000104,SUP-0051,MAT-01100,WH-MX-RAW-01,FAC-MX-01,2025-08-20,475,455,20,-3,True,2025-08-20T00:00:00
GR-0000090,PO-2025-00057,POL-0000106,SUP-0048,MAT-00153,WH-APAC-RAW-01,FAC-APAC-01,2025-05-29,131,125,6,4,True,2025-05-29T00:00:00
GR-0000091,PO-2025-00057,POL-0000107,SUP-0048,MAT-00054,WH-APAC-RAW-01,FAC-APAC-01,2025-05-30,1231,1171,60,5,True,2025-05-30T00:00:00
GR-0000092,PO-2025-00058,POL-0000108,SUP-0090,MAT-00672,WH-EU-RAW-01,FAC-EU-01,2025-12-04,170,157,13,-1,True,2025-12-04T00:00:00
GR-0000093,PO-2025-00058,POL-0000109,SUP-0090,MAT-00206,WH-EU-RAW-01,FAC-EU-01,2025-12-05,122,116,6,0,True,2025-12-05T00:00:00
GR-0000094,PO-2025-00058,POL-0000110,SUP-0090,MAT-00195,WH-EU-RAW-01,FAC-EU-01,2025-12-03,489,463,26,-2,True,2025-12-03T00:00:00
GR-0000095,PO-2025-00059,POL-0000111,SUP-0089,MAT-00684,WH-APAC-RAW-01,FAC-APAC-01,2025-05-13,4201,3768,433,3,True,2025-05-13T00:00:00
GR-0000096,PO-2025-00060,POL-0000112,SUP-0016,MAT-00475,WH-US-RAW-01,FAC-US-01,2026-03-06,4019,3799,220,4,True,2026-03-06T00:00:00
GR-0000097,PO-2025-00060,POL-0000113,SUP-0016,MAT-00164,WH-US-RAW-01,FAC-US-01,2026-03-02,1061,968,93,0,True,2026-03-02T00:00:00
GR-0000098,PO-2025-00061,POL-0000114,SUP-0090,MAT-01125,WH-APAC-RAW-01,FAC-APAC-01,2025-08-20,219,192,27,-6,True,2025-08-20T00:00:00
GR-0000099,PO-2025-00062,POL-0000115,SUP-0032,MAT-00639,WH-MX-RAW-01,FAC-MX-01,2025-12-19,60,60,0,0,False,2025-12-19T00:00:00
GR-0000100,PO-2025-00063,POL-0000116,SUP-0096,MAT-00141,WH-US-RAW-01,FAC-US-01,2026-03-28,107,107,0,5,False,2026-03-28T00:00:00
GR-0000101,PO-2025-00064,POL-0000117,SUP-0078,MAT-00740,WH-MX-RAW-01,FAC-MX-01,2026-01-16,811,758,53,8,True,2026-01-16T00:00:00
GR-0000102,PO-2025-00064,POL-0000118,SUP-0078,MAT-00508,WH-MX-RAW-01,FAC-MX-01,2026-01-13,55,55,0,5,False,2026-01-13T00:00:00
GR-0000103,PO-2025-00065,POL-0000119,SUP-0096,MAT-00345,WH-EU-RAW-01,FAC-EU-01,2025-12-05,187,161,26,4,True,2025-12-05T00:00:00
GR-0000104,PO-2025-00067,POL-0000121,SUP-0094,MAT-00560,WH-EU-RAW-01,FAC-EU-01,2025-09-26,402,402,0,-1,False,2025-09-26T00:00:00
GR-0000105,PO-2025-00068,POL-0000122,SUP-0012,MAT-00796,WH-EU-RAW-01,FAC-EU-01,2026-01-10,1224,1138,86,-1,True,2026-01-10T00:00:00
GR-0000106,PO-2025-00070,POL-0000124,SUP-0022,MAT-00256,WH-MX-RAW-01,FAC-MX-01,2026-01-07,4911,4805,106,-2,True,2026-01-07T00:00:00
GR-0000107,PO-2025-00071,POL-0000125,SUP-0018,MAT-00831,WH-EU-RAW-01,FAC-EU-01,2025-12-19,1064,964,100,0,True,2025-12-19T00:00:00
GR-0000108,PO-2025-00071,POL-0000126,SUP-0018,MAT-01189,WH-EU-RAW-01,FAC-EU-01,2025-12-19,147,147,0,0,False,2025-12-19T00:00:00
GR-0000109,PO-2025-00072,POL-0000127,SUP-0022,MAT-00510,WH-EU-RAW-01,FAC-EU-01,2026-01-25,118,118,0,0,False,2026-01-25T00:00:00
GR-0000110,PO-2025-00074,POL-0000129,SUP-0052,MAT-00006,WH-EU-RAW-01,FAC-EU-01,2025-05-09,1427,1307,120,-4,True,2025-05-09T00:00:00
GR-0000111,PO-2025-00075,POL-0000130,SUP-0087,MAT-00423,WH-MX-RAW-01,FAC-MX-01,2025-12-12,74,74,0,-1,False,2025-12-12T00:00:00
GR-0000112,PO-2025-00075,POL-0000131,SUP-0087,MAT-00756,WH-MX-RAW-01,FAC-MX-01,2025-12-09,842,829,13,-4,True,2025-12-09T00:00:00
GR-0000113,PO-2025-00077,POL-0000133,SUP-0019,MAT-00299,WH-EU-RAW-01,FAC-EU-01,2025-07-28,1108,1015,93,4,True,2025-07-28T00:00:00
GR-0000114,PO-2025-00077,POL-0000134,SUP-0019,MAT-00498,WH-EU-RAW-01,FAC-EU-01,2025-07-24,581,508,73,0,True,2025-07-24T00:00:00
GR-0000115,PO-2025-00077,POL-0000135,SUP-0019,MAT-00561,WH-EU-RAW-01,FAC-EU-01,2025-07-30,1374,1208,166,6,True,2025-07-30T00:00:00
GR-0000116,PO-2025-00078,POL-0000136,SUP-0112,MAT-00517,WH-US-RAW-01,FAC-US-01,2026-01-19,455,455,0,0,False,2026-01-19T00:00:00
GR-0000117,PO-2025-00079,POL-0000137,SUP-0025,MAT-00123,WH-MX-RAW-01,FAC-MX-01,2025-07-22,2148,2095,53,-4,True,2025-07-22T00:00:00
GR-0000118,PO-2025-00080,POL-0000138,SUP-0029,MAT-00581,WH-APAC-RAW-01,FAC-APAC-01,2025-12-16,207,167,40,-3,True,2025-12-16T00:00:00
GR-0000119,PO-2025-00081,POL-0000139,SUP-0075,MAT-01085,WH-US-RAW-01,FAC-US-01,2025-06-17,279,266,13,0,True,2025-06-17T00:00:00
GR-0000120,PO-2025-00081,POL-0000140,SUP-0075,MAT-00565,WH-US-RAW-01,FAC-US-01,2025-06-25,331,291,40,8,True,2025-06-25T00:00:00
GR-0000121,PO-2025-00082,POL-0000141,SUP-0057,MAT-00800,WH-APAC-RAW-01,FAC-APAC-01,2025-11-06,383,363,20,-2,True,2025-11-06T00:00:00
GR-0000122,PO-2025-00083,POL-0000142,SUP-0023,MAT-00481,WH-MX-RAW-01,FAC-MX-01,2026-02-05,75,75,0,0,False,2026-02-05T00:00:00
GR-0000123,PO-2025-00083,POL-0000143,SUP-0023,MAT-00297,WH-MX-RAW-01,FAC-MX-01,2026-02-05,719,719,0,0,False,2026-02-05T00:00:00
GR-0000124,PO-2025-00083,POL-0000144,SUP-0023,MAT-00760,WH-MX-RAW-01,FAC-MX-01,2026-02-06,77,77,0,1,False,2026-02-06T00:00:00
GR-0000125,PO-2025-00084,POL-0000145,SUP-0029,MAT-00203,WH-APAC-RAW-01,FAC-APAC-01,2025-10-20,326,272,54,0,True,2025-10-20T00:00:00
GR-0000126,PO-2025-00085,POL-0000146,SUP-0024,MAT-00220,WH-EU-RAW-01,FAC-EU-01,2026-01-09,4830,4557,273,-2,True,2026-01-09T00:00:00
GR-0000127,PO-2025-00088,POL-0000149,SUP-0021,MAT-00223,WH-APAC-RAW-01,FAC-APAC-01,2025-09-01,836,790,46,-1,True,2025-09-01T00:00:00
GR-0000128,PO-2025-00088,POL-0000150,SUP-0021,MAT-00824,WH-APAC-RAW-01,FAC-APAC-01,2025-08-31,91,91,0,-2,False,2025-08-31T00:00:00
GR-0000129,PO-2025-00088,POL-0000151,SUP-0021,MAT-01158,WH-APAC-RAW-01,FAC-APAC-01,2025-09-02,162,156,6,0,True,2025-09-02T00:00:00
GR-0000130,PO-2025-00089,POL-0000152,SUP-0077,MAT-00197,WH-MX-RAW-01,FAC-MX-01,2025-10-28,229,223,6,-4,True,2025-10-28T00:00:00
GR-0000131,PO-2025-00089,POL-0000153,SUP-0077,MAT-00689,WH-MX-RAW-01,FAC-MX-01,2025-11-01,121,115,6,0,True,2025-11-01T00:00:00
GR-0000132,PO-2025-00089,POL-0000154,SUP-0077,MAT-00494,WH-MX-RAW-01,FAC-MX-01,2025-11-01,156,150,6,0,True,2025-11-01T00:00:00
GR-0000133,PO-2025-00093,POL-0000158,SUP-0020,MAT-01124,WH-MX-RAW-01,FAC-MX-01,2025-12-04,2483,2297,186,-2,True,2025-12-04T00:00:00
GR-0000134,PO-2025-00094,POL-0000159,SUP-0040,MAT-00075,WH-APAC-RAW-01,FAC-APAC-01,2026-03-15,185,165,20,1,True,2026-03-15T00:00:00
GR-0000135,PO-2025-00095,POL-0000160,SUP-0089,MAT-00922,WH-EU-RAW-01,FAC-EU-01,2025-12-03,36,33,3,4,True,2025-12-03T00:00:00
GR-0000136,PO-2025-00096,POL-0000161,SUP-0048,MAT-00513,WH-EU-RAW-01,FAC-EU-01,2026-01-16,166,166,0,6,False,2026-01-16T00:00:00
GR-0000137,PO-2025-00097,POL-0000162,SUP-0009,MAT-00014,WH-MX-RAW-01,FAC-MX-01,2025-07-03,1400,1234,166,-1,True,2025-07-03T00:00:00
GR-0000138,PO-2025-00097,POL-0000163,SUP-0009,MAT-01032,WH-MX-RAW-01,FAC-MX-01,2025-07-06,1665,1331,334,2,True,2025-07-06T00:00:00
GR-0000139,PO-2025-00097,POL-0000164,SUP-0009,MAT-01179,WH-MX-RAW-01,FAC-MX-01,2025-07-04,1055,855,200,0,True,2025-07-04T00:00:00
GR-0000140,PO-2025-00098,POL-0000165,SUP-0093,MAT-00875,WH-APAC-RAW-01,FAC-APAC-01,2026-03-20,828,648,180,12,True,2026-03-20T00:00:00
GR-0000141,PO-2025-00098,POL-0000166,SUP-0093,MAT-00200,WH-APAC-RAW-01,FAC-APAC-01,2026-03-12,4922,3749,1173,4,True,2026-03-12T00:00:00
GR-0000142,PO-2025-00099,POL-0000167,SUP-0067,MAT-01171,WH-US-RAW-01,FAC-US-01,2025-06-25,1555,1355,200,-3,True,2025-06-25T00:00:00
GR-0000143,PO-2025-00099,POL-0000168,SUP-0067,MAT-00093,WH-US-RAW-01,FAC-US-01,2025-06-25,808,735,73,-3,True,2025-06-25T00:00:00
GR-0000144,PO-2025-00099,POL-0000169,SUP-0067,MAT-00402,WH-US-RAW-01,FAC-US-01,2025-06-30,1077,944,133,2,True,2025-06-30T00:00:00
GR-0000145,PO-2025-00100,POL-0000170,SUP-0061,MAT-00405,WH-EU-RAW-01,FAC-EU-01,2026-03-03,475,475,0,0,False,2026-03-03T00:00:00
GR-0000146,PO-2025-00100,POL-0000171,SUP-0061,MAT-00276,WH-EU-RAW-01,FAC-EU-01,2026-03-02,112,112,0,-1,False,2026-03-02T00:00:00
GR-0000147,PO-2025-00101,POL-0000172,SUP-0076,MAT-00419,WH-APAC-RAW-01,FAC-APAC-01,2026-03-08,375,329,46,0,True,2026-03-08T00:00:00
GR-0000148,PO-2025-00102,POL-0000173,SUP-0069,MAT-00326,WH-MX-RAW-01,FAC-MX-01,2026-01-30,3132,3099,33,0,True,2026-01-30T00:00:00
GR-0000149,PO-2025-00103,POL-0000174,SUP-0030,MAT-00861,WH-US-RAW-01,FAC-US-01,2025-04-25,807,754,53,-1,True,2025-04-25T00:00:00
GR-0000150,PO-2025-00104,POL-0000175,SUP-0021,MAT-00223,WH-MX-RAW-01,FAC-MX-01,2025-09-28,963,923,40,0,True,2025-09-28T00:00:00
GR-0000151,PO-2025-00105,POL-0000176,SUP-0112,MAT-01137,WH-APAC-RAW-01,FAC-APAC-01,2025-09-03,78,78,0,1,False,2025-09-03T00:00:00
GR-0000152,PO-2025-00105,POL-0000177,SUP-0112,MAT-01162,WH-APAC-RAW-01,FAC-APAC-01,2025-09-02,821,815,6,0,True,2025-09-02T00:00:00
GR-0000153,PO-2025-00105,POL-0000178,SUP-0112,MAT-00920,WH-APAC-RAW-01,FAC-APAC-01,2025-08-31,269,256,13,-2,True,2025-08-31T00:00:00
GR-0000154,PO-2025-00105,POL-0000179,SUP-0112,MAT-00912,WH-APAC-RAW-01,FAC-APAC-01,2025-09-02,1619,1553,66,0,True,2025-09-02T00:00:00
GR-0000155,PO-2025-00106,POL-0000180,SUP-0096,MAT-00533,WH-EU-RAW-01,FAC-EU-01,2025-09-30,2045,1932,113,-4,True,2025-09-30T00:00:00
